,Loss/Train,Accuracy/Train,Loss/Valid,Accuracy/Valid
0,1.9341970682144165,0.30662068724632263,1.5097088813781738,0.4652000069618225
1,1.2337546348571777,0.5506114363670349,1.1822556257247925,0.5781000256538391
2,0.9739843010902405,0.6559094786643982,0.9175638556480408,0.6794999837875366
3,1.5593897104263306,0.46977850794792175,0.9265932440757751,0.6729000210762024
4,0.7952302694320679,0.7238413691520691,1.1747900247573853,0.6104000210762024
5,0.6896670460700989,0.7627217173576355,0.9986620545387268,0.6707000136375427
6,0.6230635643005371,0.7870419025421143,0.8628880977630615,0.7148000001907349
7,0.6007423400878906,0.7944254875183105,0.8654127717018127,0.7026000022888184
8,0.5868409276008606,0.8015763759613037,0.9615523219108582,0.6934999823570251
9,0.5718833208084106,0.8047190308570862,0.8821687698364258,0.7077000141143799
10,0.5582917928695679,0.8104322552680969,1.1683464050292969,0.6194999814033508
11,0.5550854206085205,0.8126986026763916,0.8801658749580383,0.7145000100135803
12,0.53474360704422,0.8182182312011719,1.0863138437271118,0.6378999948501587
13,0.532913088798523,0.8187620043754578,0.9788063764572144,0.6790000200271606
14,0.5281230211257935,0.8205851316452026,1.0201090574264526,0.6780999898910522
15,0.5209221243858337,0.8222304582595825,0.8056674599647522,0.7297000288963318
16,0.5152125954627991,0.8245856165885925,1.2610363960266113,0.6243000030517578
17,0.5152948498725891,0.8236944079399109,0.972278892993927,0.6948000192642212
18,0.5031688213348389,0.8288147449493408,1.1186673641204834,0.6607000231742859
19,0.5191426873207092,0.824305534362793,0.811152994632721,0.7336999773979187
20,0.5018295645713806,0.8300831913948059,1.3080501556396484,0.6248999834060669
21,0.5047356486320496,0.8289527297019958,1.1135343313217163,0.632099986076355
22,0.503258466720581,0.8284409046173096,0.6116228699684143,0.7940000295639038
23,0.5126711130142212,0.8251698613166809,0.8229273557662964,0.736299991607666
24,0.5004577040672302,0.8299404978752136,0.8360255360603333,0.7190999984741211
25,0.49179479479789734,0.8338328003883362,0.8508138656616211,0.7285000085830688
26,0.5198596715927124,0.8236926794052124,1.1429738998413086,0.6499000191688538
27,0.517585813999176,0.8255606293678284,0.7405224442481995,0.7563999891281128
28,0.5187987685203552,0.8234233260154724,0.8771980404853821,0.6998999714851379
29,0.49549877643585205,0.8320600986480713,0.8904595375061035,0.7186999917030334
30,0.49910858273506165,0.8304773569107056,0.7889425158500671,0.734000027179718
31,0.5384624600410461,0.818390429019928,1.38094961643219,0.5767999887466431
32,0.49774885177612305,0.8304988145828247,1.2479244470596313,0.6164000034332275
33,0.5054339170455933,0.8279864192008972,0.7659182548522949,0.7387999892234802
34,0.49787014722824097,0.8304236531257629,0.8262893557548523,0.7257999777793884
35,0.512120246887207,0.8255599141120911,0.7816170454025269,0.7303000092506409
36,0.5376493334770203,0.8183555603027344,1.0897181034088135,0.6486999988555908
37,0.4887095093727112,0.835134744644165,1.244621992111206,0.6190000176429749
38,0.5149002075195312,0.8240302801132202,0.73871910572052,0.7567999958992004
39,0.5021429061889648,0.8288131356239319,0.9725368022918701,0.677299976348877
40,0.49557024240493774,0.8306631445884705,1.0671619176864624,0.659600019454956
41,0.5213661193847656,0.8246150612831116,0.8998221158981323,0.6960999965667725
42,0.519618809223175,0.8246528506278992,1.1028618812561035,0.6600000262260437
43,0.4879634380340576,0.8337628245353699,1.1828136444091797,0.6262000203132629
44,0.5029503703117371,0.8278872966766357,0.6375505328178406,0.7860000133514404
45,0.4933176338672638,0.8329145908355713,0.8559558391571045,0.7235999703407288
46,0.5061266422271729,0.8288083076477051,1.879789113998413,0.505299985408783
47,0.5235278010368347,0.8235379457473755,0.8676126599311829,0.7045000195503235
48,0.5235499739646912,0.8222372531890869,1.0312469005584717,0.696399986743927
49,0.49711206555366516,0.8316685557365417,1.2373316287994385,0.6144999861717224
50,0.2878687083721161,0.9040668606758118,0.38077470660209656,0.8718000054359436
51,0.21039935946464539,0.9283409118652344,0.36730608344078064,0.8791999816894531
52,0.19749140739440918,0.9323354363441467,0.3718918263912201,0.8763999938964844
53,0.19141815602779388,0.9349473714828491,0.4016261398792267,0.8676999807357788
54,0.19650812447071075,0.9331528544425964,0.42244094610214233,0.8622999787330627
55,0.19084486365318298,0.934792697429657,0.414925754070282,0.8623999953269958
56,0.1948787271976471,0.9333539605140686,0.5076822638511658,0.8393999934196472
