,Loss/Train,Accuracy/Train,Loss/Valid,Accuracy/Valid
0,2.104651689529419,0.2624198794364929,1.5935978889465332,0.37880000472068787
1,1.2829084396362305,0.5285657048225403,1.5238171815872192,0.47600001096725464
2,0.9950714111328125,0.6476762890815735,1.283441185951233,0.5719000101089478
3,0.84662926197052,0.705508828163147,0.9264139533042908,0.6758999824523926
4,0.759860634803772,0.7376201748847961,0.7478014230728149,0.7379999756813049
5,0.7143235802650452,0.7552884817123413,0.77943354845047,0.7200000286102295
6,0.6835164427757263,0.7671874761581421,0.9491006135940552,0.6746000051498413
7,0.6673779487609863,0.7726362347602844,0.8323397040367126,0.72079998254776
8,0.6495992541313171,0.7772436141967773,0.7450147271156311,0.7519000172615051
9,0.6355345845222473,0.7847957015037537,0.8437995910644531,0.715399980545044
10,0.6213186383247375,0.789803683757782,0.8070204257965088,0.732200026512146
11,0.61115562915802,0.7921474575996399,1.0256344079971313,0.6671000123023987
12,0.6100218296051025,0.7939102649688721,0.7723473310470581,0.7394000291824341
13,0.592623233795166,0.799098551273346,0.7543102502822876,0.7419000267982483
14,0.5921440720558167,0.8014623522758484,0.8931599855422974,0.7085999846458435
15,0.5828244090080261,0.8045673370361328,0.8478908538818359,0.7123000025749207
16,0.5827311277389526,0.8030248284339905,0.7813720703125,0.7336999773979187
17,0.5801703333854675,0.8008213043212891,0.796831488609314,0.7293999791145325
18,0.5765252113342285,0.8050881624221802,0.6288655400276184,0.7919999957084656
19,0.5717992782592773,0.806911051273346,0.8592615127563477,0.7159000039100647
20,0.5638620257377625,0.8098557591438293,0.72057044506073,0.7578999996185303
21,0.5677610039710999,0.8090544939041138,0.977807343006134,0.6798999905586243
22,0.5639196038246155,0.8102964758872986,0.7274196743965149,0.7587000131607056
23,0.5545742511749268,0.8128806352615356,1.2510484457015991,0.6001999974250793
24,0.5588953495025635,0.8106771111488342,0.7211961150169373,0.7554000020027161
25,0.5575278997421265,0.810817301273346,0.7376507520675659,0.7538999915122986
26,0.5538298487663269,0.8132011294364929,0.944176971912384,0.6965000033378601
27,0.5537077784538269,0.8123798370361328,0.8045283555984497,0.7272999882698059
28,0.5558814406394958,0.813361406326294,0.7588669061660767,0.7401999831199646
29,0.5487834215164185,0.8133814334869385,0.7426533102989197,0.7569000124931335
30,0.5553063154220581,0.8118389248847961,0.699576735496521,0.7626000046730042
31,0.5479542016983032,0.8143228888511658,0.8596144318580627,0.7059999704360962
32,0.5434887409210205,0.8167667984962463,0.8426604270935059,0.724399983882904
33,0.5521663427352905,0.8130408525466919,1.5228818655014038,0.5648999810218811
34,0.5491470694541931,0.8151242136955261,1.055304765701294,0.656499981880188
