,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem
188,MobileNetV2,CIFAR-10,2,32,1,1003.288,VGG,CIFAR-10,2,32,0,2735.084,37.198,8.426,5534
189,MobileNetV2,CIFAR-10,2,32,1,1025.754,VGG,CIFAR-10,2,32,1,2523.126,35.228,7.465,5532
190,MobileNetV2,CIFAR-10,2,32,0,1090.875,VGG,CIFAR-10,2,64,0,5352.991,40.303,12.172,5566
191,MobileNetV2,CIFAR-10,2,32,0,1065.775,VGG,CIFAR-10,2,64,1,5040.419,36.879,10.242,5088
192,MobileNetV2,CIFAR-10,2,32,1,986.807,VGG,CIFAR-10,2,64,0,5487.735,39.398,10.495,4536
193,MobileNetV2,CIFAR-10,2,32,1,984.841,VGG,CIFAR-10,2,64,1,4960.366,36.596,8.606,5020
194,MobileNetV2,CIFAR-10,2,32,0,1065.273,VGG,CIFAR-10,2,128,0,10603.001,45.029,17.524,5882
195,MobileNetV2,CIFAR-10,2,32,0,1096.899,VGG,CIFAR-10,2,128,1,9616.069,39.446,11.921,5880
196,MobileNetV2,CIFAR-10,2,32,1,980.29,VGG,CIFAR-10,2,128,0,10353.98,43.68,15.049,5730
197,MobileNetV2,CIFAR-10,2,32,1,998.983,VGG,CIFAR-10,2,128,1,9654.925,38.456,10.34,4730
198,MobileNetV2,CIFAR-10,2,64,0,2148.668,VGG,CIFAR-10,2,32,0,2726.804,42.505,14.644,5812
199,MobileNetV2,CIFAR-10,2,64,0,2147.034,VGG,CIFAR-10,2,32,1,2513.831,40.337,13.95,5810
200,MobileNetV2,CIFAR-10,2,64,1,1978.793,VGG,CIFAR-10,2,32,0,2717.981,39.263,10.535,5606
201,MobileNetV2,CIFAR-10,2,64,1,1947.367,VGG,CIFAR-10,2,32,1,2552.844,36.121,9.394,5560
202,MobileNetV2,CIFAR-10,2,64,0,2167.946,VGG,CIFAR-10,2,64,0,5282.637,45.223,17.466,4828
203,MobileNetV2,CIFAR-10,2,64,0,2183.713,VGG,CIFAR-10,2,64,1,4798.025,41.524,14.933,5284
204,MobileNetV2,CIFAR-10,2,64,1,1955.392,VGG,CIFAR-10,2,64,0,5241.356,40.919,12.141,5660
205,MobileNetV2,CIFAR-10,2,64,1,1960.541,VGG,CIFAR-10,2,64,1,5040.308,38.631,10.515,5078
206,MobileNetV2,CIFAR-10,2,64,0,2101.22,VGG,CIFAR-10,2,128,0,10503.269,49.214,21.272,6024
207,MobileNetV2,CIFAR-10,2,64,0,2153.801,VGG,CIFAR-10,2,128,1,9752.226,45.903,17.757,5140
208,MobileNetV2,CIFAR-10,2,64,1,1918.811,VGG,CIFAR-10,2,128,0,10264.33,44.767,16.398,5832
209,MobileNetV2,CIFAR-10,2,64,1,1971.743,VGG,CIFAR-10,2,128,1,9322.584,39.626,12.081,5942
210,MobileNetV2,CIFAR-10,2,128,0,4310.498,VGG,CIFAR-10,2,32,0,2704.341,53.223,25.146,6318
