,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem
0,mobilenet_v3_small,ImageNet,2,32,0,1346.624,ResNet18,CIFAR-10,2,32,0,1736.518,27.544,7.631,4716
1,mobilenet_v3_small,ImageNet,2,32,0,1312.425,ResNet18,CIFAR-10,2,32,1,1586.643,23.394,5.919,4704
2,mobilenet_v3_small,ImageNet,2,32,1,1187.055,ResNet18,CIFAR-10,2,32,0,1698.41,27.333,7.626,4592
3,mobilenet_v3_small,ImageNet,2,32,1,1302.467,ResNet18,CIFAR-10,2,32,1,1593.98,23.465,6.081,4606
4,mobilenet_v3_small,ImageNet,2,32,0,1320.009,ResNet18,CIFAR-10,2,64,0,3449.248,34.366,12.802,4758
5,mobilenet_v3_small,ImageNet,2,32,0,1291.969,ResNet18,CIFAR-10,2,64,1,3170.395,27.723,9.069,4698
6,mobilenet_v3_small,ImageNet,2,32,1,1256.14,ResNet18,CIFAR-10,2,64,0,3411.18,34.248,12.673,4658
7,mobilenet_v3_small,ImageNet,2,32,1,1234.109,ResNet18,CIFAR-10,2,64,1,3154.135,27.574,8.584,4648
8,mobilenet_v3_small,ImageNet,2,32,0,1317.585,ResNet18,CIFAR-10,2,128,0,6725.34,46.59,23.81,4914
9,mobilenet_v3_small,ImageNet,2,32,0,1311.347,ResNet18,CIFAR-10,2,128,1,6348.802,36.121,14.424,5964
10,mobilenet_v3_small,ImageNet,2,32,1,1207.353,ResNet18,CIFAR-10,2,128,0,6694.995,46.243,24.097,4920
11,mobilenet_v3_small,ImageNet,2,32,1,1190.19,ResNet18,CIFAR-10,2,128,1,6350.621,37.604,14.653,5822
12,mobilenet_v3_small,ImageNet,2,64,0,2664.132,ResNet18,CIFAR-10,2,32,0,1734.861,28.406,7.703,5044
13,mobilenet_v3_small,ImageNet,2,64,0,2644.436,ResNet18,CIFAR-10,2,32,1,1621.765,25.188,6.624,5032
14,mobilenet_v3_small,ImageNet,2,64,1,2348.14,ResNet18,CIFAR-10,2,32,0,1699.231,26.072,7.33,4752
15,mobilenet_v3_small,ImageNet,2,64,1,2382.133,ResNet18,CIFAR-10,2,32,1,1602.307,24.828,6.798,4764
16,mobilenet_v3_small,ImageNet,2,64,0,2649.403,ResNet18,CIFAR-10,2,64,0,3432.274,34.216,12.835,5110
17,mobilenet_v3_small,ImageNet,2,64,0,2704.114,ResNet18,CIFAR-10,2,64,1,3218.65,29.447,9.816,5026
