,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem
0,ResNet18,CIFAR-10,2,32,0,1705.765,DCGAN,LSUN,2,32,0,1707.782,44.069,12.693,5120
1,ResNet18,CIFAR-10,2,32,0,1729.537,DCGAN,LSUN,2,32,1,1610.973,41.455,11.434,5058
2,ResNet18,CIFAR-10,2,32,1,1608.41,DCGAN,LSUN,2,32,0,1746.26,41.693,11.188,5038
3,ResNet18,CIFAR-10,2,32,1,1639.664,DCGAN,LSUN,2,32,1,1574.568,40.879,11.01,5046
4,ResNet18,CIFAR-10,2,32,0,1717.71,DCGAN,LSUN,2,64,0,3439.097,51.653,17.396,5682
5,ResNet18,CIFAR-10,2,32,0,1727.512,DCGAN,LSUN,2,64,1,2959.135,43.881,13.554,5148
6,ResNet18,CIFAR-10,2,32,1,1594.741,DCGAN,LSUN,2,64,0,3274.907,48.364,15.697,5224
7,ResNet18,CIFAR-10,2,32,1,1622.071,DCGAN,LSUN,2,64,1,2972.909,42.188,12.347,5786
8,ResNet18,CIFAR-10,2,32,0,1688.254,DCGAN,LSUN,2,128,0,6299.645,61.455,22.505,5414
9,ResNet18,CIFAR-10,2,32,0,1725.287,DCGAN,LSUN,2,128,1,5663.8,50.742,15.773,4966
10,ResNet18,CIFAR-10,2,32,1,1560.557,DCGAN,LSUN,2,128,0,6231.904,57.893,20.835,5430
11,ResNet18,CIFAR-10,2,32,1,1621.401,DCGAN,LSUN,2,128,1,5621.787,46.733,16.99,4970
12,ResNet18,CIFAR-10,2,64,0,3469.398,DCGAN,LSUN,2,32,0,1711.482,51.97,18.564,5092
13,ResNet18,CIFAR-10,2,64,0,3465.448,DCGAN,LSUN,2,32,1,1551.852,47.737,17.576,5132
14,ResNet18,CIFAR-10,2,64,1,3197.796,DCGAN,LSUN,2,32,0,1754.976,46.577,14.258,5070
15,ResNet18,CIFAR-10,2,64,1,3173.703,DCGAN,LSUN,2,32,1,1569.617,42.072,12.784,5040
16,ResNet18,CIFAR-10,2,64,0,3446.22,DCGAN,LSUN,2,64,0,3363.525,56.624,21.267,5302
17,ResNet18,CIFAR-10,2,64,0,3484.364,DCGAN,LSUN,2,64,1,3011.335,50.317,19.327,5146
18,ResNet18,CIFAR-10,2,64,1,3191.756,DCGAN,LSUN,2,64,0,3232.833,51.861,18.059,5370
19,ResNet18,CIFAR-10,2,64,1,3197.042,DCGAN,LSUN,2,64,1,3057.04,45.386,15.05,5164
20,ResNet18,CIFAR-10,2,64,0,3376.43,DCGAN,LSUN,2,128,0,6435.467,69.124,26.819,5526
21,ResNet18,CIFAR-10,2,64,0,3432.078,DCGAN,LSUN,2,128,1,5979.063,57.825,22.641,4934
22,ResNet18,CIFAR-10,2,64,1,3156.031,DCGAN,LSUN,2,128,0,6628.658,63.869,24.393,5424
23,ResNet18,CIFAR-10,2,64,1,3188.713,DCGAN,LSUN,2,128,1,5799.061,51.188,17.584,4886
24,ResNet18,CIFAR-10,2,128,0,6569.855,DCGAN,LSUN,2,32,0,1715.571,62.59,28.971,5364
25,ResNet18,CIFAR-10,2,128,0,6626.967,DCGAN,LSUN,2,32,1,1525.768,58.262,26.913,6350
26,ResNet18,CIFAR-10,2,128,1,6167.599,DCGAN,LSUN,2,32,0,1700.747,52.981,20.184,5690
27,ResNet18,CIFAR-10,2,128,1,6213.252,DCGAN,LSUN,2,32,1,1599.813,49.429,18.162,5692
28,ResNet18,CIFAR-10,2,128,0,6692.689,DCGAN,LSUN,2,64,0,3366.446,71.709,33.602,5434
29,ResNet18,CIFAR-10,2,128,0,6638.659,DCGAN,LSUN,2,64,1,2938.927,62.232,29.444,6396
30,ResNet18,CIFAR-10,2,128,1,6088.4,DCGAN,LSUN,2,64,0,3303.744,59.97,24.04,5730
31,ResNet18,CIFAR-10,2,128,1,6097.41,DCGAN,LSUN,2,64,1,2946.828,51.777,19.515,6648
32,ResNet18,CIFAR-10,2,128,0,6443.273,DCGAN,LSUN,2,128,0,6214.18,79.845,38.311,6734
33,ResNet18,CIFAR-10,2,128,0,6793.664,DCGAN,LSUN,2,128,1,5692.954,67.71,32.019,5986
34,ResNet18,CIFAR-10,2,128,1,5971.669,DCGAN,LSUN,2,128,0,6395.519,72.243,28.573,6732
35,ResNet18,CIFAR-10,2,128,1,6069.824,DCGAN,LSUN,2,128,1,5572.097,55.99,20.932,6294
36,MobileNetV2,CIFAR-10,2,32,0,1064.193,DCGAN,LSUN,2,32,0,1642.188,35.232,9.051,5010
37,MobileNetV2,CIFAR-10,2,32,0,1050.561,DCGAN,LSUN,2,32,1,1489.557,32.172,7.929,5108
38,MobileNetV2,CIFAR-10,2,32,1,972.723,DCGAN,LSUN,2,32,0,1665.035,34.792,6.733,4908
39,MobileNetV2,CIFAR-10,2,32,1,957.715,DCGAN,LSUN,2,32,1,1586.139,31.742,6.454,5046
40,MobileNetV2,CIFAR-10,2,32,0,1028.152,DCGAN,LSUN,2,64,0,3266.877,42.04,12.05,5196
41,MobileNetV2,CIFAR-10,2,32,0,1036.577,DCGAN,LSUN,2,64,1,2798.372,35.427,10.359,5064
42,MobileNetV2,CIFAR-10,2,32,1,982.161,DCGAN,LSUN,2,64,0,3288.846,41.899,11.172,5244
43,MobileNetV2,CIFAR-10,2,32,1,974.169,DCGAN,LSUN,2,64,1,2917.597,35.099,7.356,5064
44,MobileNetV2,CIFAR-10,2,32,0,1059.745,DCGAN,LSUN,2,128,0,6232.515,51.524,18.359,5424
45,MobileNetV2,CIFAR-10,2,32,0,1084.962,DCGAN,LSUN,2,128,1,5819.698,42.546,12.258,4984
46,MobileNetV2,CIFAR-10,2,32,1,979.771,DCGAN,LSUN,2,128,0,6202.128,51.32,16.35,5334
47,MobileNetV2,CIFAR-10,2,32,1,966.835,DCGAN,LSUN,2,128,1,5601.619,38.198,9.743,4784
48,MobileNetV2,CIFAR-10,2,64,0,2148.716,DCGAN,LSUN,2,32,0,1674.027,41.727,14.081,5224
49,MobileNetV2,CIFAR-10,2,64,0,2101.737,DCGAN,LSUN,2,32,1,1540.574,38.232,13.053,5232
