,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem
0,DCGAN,LSUN,2,32,0,1709.177,DCGAN,LSUN,2,32,0,1719.993,42.583,11.068,5456
1,DCGAN,LSUN,2,32,0,1729.339,DCGAN,LSUN,2,32,1,1562.04,41.386,10.99,5394
2,DCGAN,LSUN,2,32,1,1571.423,DCGAN,LSUN,2,32,1,1541.457,36.158,9.069,5492
3,DCGAN,LSUN,2,32,0,1717.672,DCGAN,LSUN,2,64,0,3376.522,48.891,13.941,5682
4,DCGAN,LSUN,2,32,0,1721.23,DCGAN,LSUN,2,64,1,2887.584,42.832,11.624,5440
5,DCGAN,LSUN,2,32,1,1549.214,DCGAN,LSUN,2,64,0,3366.804,46.747,13.626,5670
6,DCGAN,LSUN,2,32,1,1586.312,DCGAN,LSUN,2,64,1,2970.711,39.263,10.242,5448
7,DCGAN,LSUN,2,32,0,1704.666,DCGAN,LSUN,2,128,0,6641.713,61.355,22.056,5778
8,DCGAN,LSUN,2,32,0,1733.603,DCGAN,LSUN,2,128,1,5644.31,46.583,13.204,5650
9,DCGAN,LSUN,2,32,1,1541.055,DCGAN,LSUN,2,128,0,6248.254,55.388,18.67,5786
10,DCGAN,LSUN,2,32,1,1571.455,DCGAN,LSUN,2,128,1,5666.201,44.732,13.186,5212
11,DCGAN,LSUN,2,64,0,3313.726,DCGAN,LSUN,2,64,0,3330.083,55.386,17.188,5758
12,DCGAN,LSUN,2,64,0,3255.899,DCGAN,LSUN,2,64,1,2961.524,47.32,14.412,5626
13,DCGAN,LSUN,2,64,1,2946.233,DCGAN,LSUN,2,64,1,2939.039,42.175,11.0,5494
14,DCGAN,LSUN,2,64,0,3314.41,DCGAN,LSUN,2,128,0,6659.102,67.467,24.457,5964
15,DCGAN,LSUN,2,64,0,3346.895,DCGAN,LSUN,2,128,1,5700.347,55.705,16.962,5330
16,DCGAN,LSUN,2,64,1,3054.077,DCGAN,LSUN,2,128,0,6152.933,58.495,19.971,5832
17,DCGAN,LSUN,2,64,1,3101.031,DCGAN,LSUN,2,128,1,5846.405,46.97,14.071,5258
18,DCGAN,LSUN,2,128,0,5695.405,DCGAN,LSUN,2,128,0,5779.503,72.743,27.505,6168
19,DCGAN,LSUN,2,128,0,6317.98,DCGAN,LSUN,2,128,1,5417.537,64.343,22.61,5594
20,DCGAN,LSUN,2,128,1,5456.358,DCGAN,LSUN,2,128,1,5553.531,49.324,15.905,5022
