,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem
0,ResNet18,CIFAR-10,1,32,0,1738.777,PPO,LunarLander,1,32,0,5.194,46.689,20.878,4408
1,ResNet18,CIFAR-10,1,32,1,1478.823,PPO,LunarLander,1,32,0,5.099,36.486,13.77,4378
2,ResNet18,CIFAR-10,1,32,0,1860.67,PPO,LunarLander,1,64,0,14.253,48.6,22.812,4408
3,ResNet18,CIFAR-10,1,32,1,1559.113,PPO,LunarLander,1,64,0,14.034,42.803,19.167,4378
4,ResNet18,CIFAR-10,1,32,0,1799.556,PPO,LunarLander,1,128,0,37.786,54.2,25.914,4408
5,ResNet18,CIFAR-10,1,32,1,1426.241,PPO,LunarLander,1,128,0,37.12,40.522,15.42,4378
6,ResNet18,CIFAR-10,1,64,0,3591.608,PPO,LunarLander,1,32,0,5.293,71.778,44.014,4708
7,ResNet18,CIFAR-10,1,64,1,2690.136,PPO,LunarLander,1,32,0,4.792,40.026,16.532,5690
8,ResNet18,CIFAR-10,1,64,0,3649.841,PPO,LunarLander,1,64,0,13.734,83.114,51.643,4708
9,ResNet18,CIFAR-10,1,64,1,2874.813,PPO,LunarLander,1,64,0,14.383,46.038,19.821,5690
10,ResNet18,CIFAR-10,1,64,0,3888.085,PPO,LunarLander,1,128,0,37.458,87.534,55.671,5598
11,ResNet18,CIFAR-10,1,64,1,2706.301,PPO,LunarLander,1,128,0,37.19,48.347,21.528,5690
12,ResNet18,CIFAR-10,1,128,0,4884.045,PPO,LunarLander,1,32,0,4.216,85.75,58.456,5120
13,ResNet18,CIFAR-10,1,128,1,4817.796,PPO,LunarLander,1,32,0,4.757,57.413,30.637,6084
14,ResNet18,CIFAR-10,1,128,0,4883.079,PPO,LunarLander,1,64,0,11.505,95.254,64.881,5120
15,ResNet18,CIFAR-10,1,128,1,5180.871,PPO,LunarLander,1,64,0,14.284,73.985,42.721,6084
16,ResNet18,CIFAR-10,1,128,0,4828.043,PPO,LunarLander,1,128,0,27.095,92.543,63.243,5208
17,ResNet18,CIFAR-10,1,128,1,5133.985,PPO,LunarLander,1,128,0,34.182,67.654,38.5,6084
18,MobileNetV2,CIFAR-10,1,32,0,973.872,PPO,LunarLander,1,32,0,4.823,37.351,11.455,4556
19,MobileNetV2,CIFAR-10,1,32,1,825.122,PPO,LunarLander,1,32,0,4.97,32.959,4.919,4368
