,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem
0,PointNet,ShapeNet,1,32,0,134.655,PPO,LunarLander,1,32,0,5.587,25.783,10.391,6016
1,PointNet,ShapeNet,1,32,1,133.09,PPO,LunarLander,1,32,0,5.835,20.695,5.28,5382
2,PointNet,ShapeNet,1,32,0,133.652,PPO,LunarLander,1,64,0,16.594,24.843,9.586,6016
3,PointNet,ShapeNet,1,32,1,133.689,PPO,LunarLander,1,64,0,16.764,18.837,4.15,5382
4,PointNet,ShapeNet,1,32,0,133.675,PPO,LunarLander,1,128,0,46.15,24.158,7.671,6016
5,PointNet,ShapeNet,1,32,1,139.642,PPO,LunarLander,1,128,0,42.95,20.944,6.306,5382
6,PointNet,ShapeNet,1,64,0,136.223,PPO,LunarLander,1,32,0,5.801,25.194,10.149,8394
7,PointNet,ShapeNet,1,64,1,135.548,PPO,LunarLander,1,32,0,6.496,20.247,4.909,6580
8,PointNet,ShapeNet,1,64,0,136.268,PPO,LunarLander,1,64,0,16.573,22.962,7.295,8394
9,PointNet,ShapeNet,1,64,1,134.368,PPO,LunarLander,1,64,0,16.816,19.821,5.962,6580
10,PointNet,ShapeNet,1,64,0,132.758,PPO,LunarLander,1,128,0,45.947,24.306,9.139,8394
11,PointNet,ShapeNet,1,64,1,135.465,PPO,LunarLander,1,128,0,42.68,20.072,5.696,6580
12,PointNet,ShapeNet,1,128,0,126.929,PPO,LunarLander,1,32,0,5.905,23.367,10.067,12522
13,PointNet,ShapeNet,1,128,1,127.739,PPO,LunarLander,1,32,0,6.54,21.095,5.841,9024
14,PointNet,ShapeNet,1,128,0,119.034,PPO,LunarLander,1,64,0,16.605,20.983,7.31,12522
15,PointNet,ShapeNet,1,128,1,129.271,PPO,LunarLander,1,64,0,16.452,18.617,6.217,9024
16,PointNet,ShapeNet,1,128,0,124.702,PPO,LunarLander,1,128,0,45.804,24.161,9.419,12522
17,PointNet,ShapeNet,1,128,1,124.04,PPO,LunarLander,1,128,0,45.73,19.117,5.817,9024
