,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem
65,MobileNetV2,CIFAR-10,1,128,0,2762.825,DCGAN,LSUN,1,64,1,2271.279,98.63,66.356,6922
66,MobileNetV2,CIFAR-10,1,128,1,2153.988,DCGAN,LSUN,1,64,0,2892.736,96.044,51.088,7424
67,MobileNetV2,CIFAR-10,1,128,1,2500.174,DCGAN,LSUN,1,64,1,2526.217,80.443,41.414,5350
68,MobileNetV2,CIFAR-10,1,128,0,1563.695,DCGAN,LSUN,1,128,0,3100.86,99.753,59.562,7234
69,MobileNetV2,CIFAR-10,1,128,0,2492.993,DCGAN,LSUN,1,128,1,3607.77,98.373,66.2,6712
70,MobileNetV2,CIFAR-10,1,128,1,1857.072,DCGAN,LSUN,1,128,0,3569.858,98.0,49.731,6240
71,MobileNetV2,CIFAR-10,1,128,1,2284.829,DCGAN,LSUN,1,128,1,4320.002,87.838,48.191,5712
72,EfficientNetB0,CIFAR-10,1,32,0,746.985,DCGAN,LSUN,1,32,0,1903.124,73.671,23.603,4788
73,EfficientNetB0,CIFAR-10,1,32,0,732.676,DCGAN,LSUN,1,32,1,1392.253,47.014,14.0,5060
74,EfficientNetB0,CIFAR-10,1,32,1,612.109,DCGAN,LSUN,1,32,0,1778.405,63.795,22.055,4656
75,EfficientNetB0,CIFAR-10,1,32,1,646.25,DCGAN,LSUN,1,32,1,1441.614,48.13,15.29,4928
76,EfficientNetB0,CIFAR-10,1,32,0,748.847,DCGAN,LSUN,1,64,0,3034.105,83.338,33.408,4874
77,EfficientNetB0,CIFAR-10,1,32,0,753.62,DCGAN,LSUN,1,64,1,2747.789,60.648,20.366,4660
78,EfficientNetB0,CIFAR-10,1,32,1,578.371,DCGAN,LSUN,1,64,0,3257.568,83.417,32.458,4740
79,EfficientNetB0,CIFAR-10,1,32,1,659.107,DCGAN,LSUN,1,64,1,2892.998,60.438,19.658,5106
80,EfficientNetB0,CIFAR-10,1,32,0,669.011,DCGAN,LSUN,1,128,0,3837.962,95.486,38.681,5426
81,EfficientNetB0,CIFAR-10,1,32,0,703.325,DCGAN,LSUN,1,128,1,4533.246,65.556,26.111,5020
82,EfficientNetB0,CIFAR-10,1,32,1,530.099,DCGAN,LSUN,1,128,0,3919.086,92.944,36.167,5316
83,EfficientNetB0,CIFAR-10,1,32,1,617.997,DCGAN,LSUN,1,128,1,4652.756,65.437,25.535,4888
84,EfficientNetB0,CIFAR-10,1,64,0,1495.263,DCGAN,LSUN,1,32,0,1824.284,75.945,25.11,5246
85,EfficientNetB0,CIFAR-10,1,64,0,1391.739,DCGAN,LSUN,1,32,1,1429.408,52.389,17.417,5518
86,EfficientNetB0,CIFAR-10,1,64,1,1199.602,DCGAN,LSUN,1,32,0,1763.349,69.563,22.324,4770
87,EfficientNetB0,CIFAR-10,1,64,1,1323.08,DCGAN,LSUN,1,32,1,1405.338,49.932,14.781,5044
88,EfficientNetB0,CIFAR-10,1,64,0,1304.913,DCGAN,LSUN,1,64,0,3095.701,87.708,36.208,5332
89,EfficientNetB0,CIFAR-10,1,64,0,1438.232,DCGAN,LSUN,1,64,1,2743.707,65.658,23.63,5118
90,EfficientNetB0,CIFAR-10,1,64,1,1166.441,DCGAN,LSUN,1,64,0,3139.251,87.722,32.375,4858
91,EfficientNetB0,CIFAR-10,1,64,1,1275.194,DCGAN,LSUN,1,64,1,2704.784,61.653,20.333,4642
92,EfficientNetB0,CIFAR-10,1,64,0,1230.939,DCGAN,LSUN,1,128,0,3723.833,96.139,39.569,5884
93,EfficientNetB0,CIFAR-10,1,64,0,1386.333,DCGAN,LSUN,1,128,1,4621.806,68.819,30.347,5478
94,EfficientNetB0,CIFAR-10,1,64,1,1038.311,DCGAN,LSUN,1,128,0,4151.549,93.833,39.583,5408
95,EfficientNetB0,CIFAR-10,1,64,1,1203.79,DCGAN,LSUN,1,128,1,4817.747,68.644,27.795,5002
96,EfficientNetB0,CIFAR-10,1,128,0,2837.244,DCGAN,LSUN,1,32,0,1794.386,84.403,35.75,5720
97,EfficientNetB0,CIFAR-10,1,128,0,2861.281,DCGAN,LSUN,1,32,1,1424.139,64.042,26.056,5936
98,EfficientNetB0,CIFAR-10,1,128,1,2339.321,DCGAN,LSUN,1,32,0,1683.136,71.761,26.563,4838
99,EfficientNetB0,CIFAR-10,1,128,1,2400.298,DCGAN,LSUN,1,32,1,1658.954,60.176,20.23,5110
100,EfficientNetB0,CIFAR-10,1,128,0,2641.052,DCGAN,LSUN,1,64,0,2997.377,95.528,43.236,5626
101,EfficientNetB0,CIFAR-10,1,128,0,2785.091,DCGAN,LSUN,1,64,1,2822.378,71.877,31.822,5512
102,EfficientNetB0,CIFAR-10,1,128,1,2155.153,DCGAN,LSUN,1,64,0,3058.611,85.686,36.529,6016
103,EfficientNetB0,CIFAR-10,1,128,1,2269.236,DCGAN,LSUN,1,64,1,2723.613,65.097,23.458,4804
104,EfficientNetB0,CIFAR-10,1,128,0,2013.742,DCGAN,LSUN,1,128,0,3596.049,97.347,43.042,5798
105,EfficientNetB0,CIFAR-10,1,128,0,2530.685,DCGAN,LSUN,1,128,1,4426.436,75.141,35.648,6954
106,EfficientNetB0,CIFAR-10,1,128,1,1938.307,DCGAN,LSUN,1,128,0,4070.117,94.814,42.0,5476
107,EfficientNetB0,CIFAR-10,1,128,1,2254.716,DCGAN,LSUN,1,128,1,4597.066,71.444,29.819,5070
108,VGG,CIFAR-10,1,32,0,2795.974,DCGAN,LSUN,1,32,0,1721.927,79.151,39.904,5866
109,VGG,CIFAR-10,1,32,0,2746.994,DCGAN,LSUN,1,32,1,1443.02,62.541,30.757,6138
110,VGG,CIFAR-10,1,32,1,2287.408,DCGAN,LSUN,1,32,0,1831.957,76.808,35.932,5242
111,VGG,CIFAR-10,1,32,1,2339.8,DCGAN,LSUN,1,32,1,1439.599,54.297,25.703,5514
112,VGG,CIFAR-10,1,32,0,2732.76,DCGAN,LSUN,1,64,0,2968.504,93.892,46.919,5952
113,VGG,CIFAR-10,1,32,0,3104.706,DCGAN,LSUN,1,64,1,2662.51,70.292,38.417,5738
114,VGG,CIFAR-10,1,32,1,2264.928,DCGAN,LSUN,1,64,0,3085.661,85.095,42.973,7076
115,VGG,CIFAR-10,1,32,1,2435.582,DCGAN,LSUN,1,64,1,2708.402,62.89,30.479,5706
116,VGG,CIFAR-10,1,32,0,2290.767,DCGAN,LSUN,1,128,0,3519.644,97.603,46.192,6504
117,VGG,CIFAR-10,1,32,0,2754.79,DCGAN,LSUN,1,128,1,4365.569,75.411,41.342,6790
118,VGG,CIFAR-10,1,32,1,2044.454,DCGAN,LSUN,1,128,0,3990.562,95.151,49.342,7034
119,VGG,CIFAR-10,1,32,1,2492.231,DCGAN,LSUN,1,128,1,4473.706,70.527,36.865,6628
120,VGG,CIFAR-10,1,64,0,5348.713,DCGAN,LSUN,1,32,0,1793.484,86.149,47.216,6064
121,VGG,CIFAR-10,1,64,0,5503.988,DCGAN,LSUN,1,32,1,1420.8,68.082,39.808,6336
122,VGG,CIFAR-10,1,64,1,4807.983,DCGAN,LSUN,1,32,0,1996.591,82.662,39.676,6068
123,VGG,CIFAR-10,1,64,1,4660.081,DCGAN,LSUN,1,32,1,1510.254,59.507,29.767,6340
124,VGG,CIFAR-10,1,64,0,4971.26,DCGAN,LSUN,1,64,0,2723.418,95.726,53.685,6312
125,VGG,CIFAR-10,1,64,0,6081.32,DCGAN,LSUN,1,64,1,2689.658,79.247,44.781,5936
126,VGG,CIFAR-10,1,64,1,4121.008,DCGAN,LSUN,1,64,0,3106.384,91.392,48.486,6154
127,VGG,CIFAR-10,1,64,1,4916.64,DCGAN,LSUN,1,64,1,2712.15,73.054,37.378,5940
128,VGG,CIFAR-10,1,64,0,3821.219,DCGAN,LSUN,1,128,0,3482.461,97.597,51.611,6702
129,VGG,CIFAR-10,1,64,0,5289.063,DCGAN,LSUN,1,128,1,4346.57,82.575,52.055,6290
130,VGG,CIFAR-10,1,64,1,3531.542,DCGAN,LSUN,1,128,0,3928.44,94.764,49.306,6706
131,VGG,CIFAR-10,1,64,1,4567.192,DCGAN,LSUN,1,128,1,4444.684,77.781,43.548,6294
132,VGG,CIFAR-10,1,128,0,7845.711,DCGAN,LSUN,1,32,0,1748.227,92.452,52.767,7060
133,VGG,CIFAR-10,1,128,0,8096.539,DCGAN,LSUN,1,32,1,1499.106,74.811,46.622,7332
134,VGG,CIFAR-10,1,128,1,7360.396,DCGAN,LSUN,1,32,0,1683.256,81.778,45.639,6262
135,VGG,CIFAR-10,1,128,1,8157.964,DCGAN,LSUN,1,32,1,1660.883,69.068,35.486,7334
136,VGG,CIFAR-10,1,128,0,7629.921,DCGAN,LSUN,1,64,0,2611.873,95.831,55.408,6334
137,VGG,CIFAR-10,1,128,0,7849.204,DCGAN,LSUN,1,64,1,2539.42,78.507,47.301,6342
138,VGG,CIFAR-10,1,128,1,6907.562,DCGAN,LSUN,1,64,0,2905.92,93.452,50.521,6128
139,VGG,CIFAR-10,1,128,1,7665.445,DCGAN,LSUN,1,64,1,2617.301,74.726,39.0,5018
140,VGG,CIFAR-10,1,128,0,6000.211,DCGAN,LSUN,1,128,0,3192.058,98.054,53.973,7108
141,VGG,CIFAR-10,1,128,0,7502.353,DCGAN,LSUN,1,128,1,3990.014,82.205,51.863,6696
142,VGG,CIFAR-10,1,128,1,5795.06,DCGAN,LSUN,1,128,0,3608.234,96.356,50.849,6714
143,VGG,CIFAR-10,1,128,1,7285.332,DCGAN,LSUN,1,128,1,4192.491,78.181,44.431,7288
