,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem
0,VGG,CIFAR-10,1,32,0,3333.976,TD3,BipedalWalker,1,32,0,25.22,36.318,15.394,5474
1,VGG,CIFAR-10,1,32,1,2662.585,TD3,BipedalWalker,1,32,0,25.925,37.718,14.113,4850
2,VGG,CIFAR-10,1,32,0,2904.381,TD3,BipedalWalker,1,64,0,9.771,41.853,18.707,5474
3,VGG,CIFAR-10,1,32,1,2617.633,TD3,BipedalWalker,1,64,0,44.071,33.481,11.204,4850
4,VGG,CIFAR-10,1,32,0,2877.643,TD3,BipedalWalker,1,128,0,73.154,35.857,15.593,5474
5,VGG,CIFAR-10,1,32,1,2746.135,TD3,BipedalWalker,1,128,0,10.632,29.391,9.072,4850
6,VGG,CIFAR-10,1,64,0,6004.615,TD3,BipedalWalker,1,32,0,31.675,51.123,27.012,5672
7,VGG,CIFAR-10,1,64,1,5056.106,TD3,BipedalWalker,1,32,0,50.827,42.671,17.726,5676
8,VGG,CIFAR-10,1,64,0,5748.533,TD3,BipedalWalker,1,64,0,10.229,35.392,16.135,4430
9,VGG,CIFAR-10,1,64,1,4531.333,TD3,BipedalWalker,1,64,0,28.548,35.57,14.0,5676
10,VGG,CIFAR-10,1,64,0,5673.524,TD3,BipedalWalker,1,128,0,38.471,50.658,26.696,5672
11,VGG,CIFAR-10,1,64,1,4503.341,TD3,BipedalWalker,1,128,0,133.419,38.5,15.579,5676
12,VGG,CIFAR-10,1,128,0,7719.136,TD3,BipedalWalker,1,32,0,91.471,49.963,28.185,4640
13,VGG,CIFAR-10,1,128,1,7317.651,TD3,BipedalWalker,1,32,0,11.402,36.09,15.955,4638
14,VGG,CIFAR-10,1,128,0,7355.873,TD3,BipedalWalker,1,64,0,13.958,39.13,19.942,4640
15,VGG,CIFAR-10,1,128,1,7281.534,TD3,BipedalWalker,1,64,0,83.822,33.218,13.615,4638
16,VGG,CIFAR-10,1,128,0,7308.681,TD3,BipedalWalker,1,128,0,136.905,45.054,24.571,4640
17,VGG,CIFAR-10,1,128,1,7853.875,TD3,BipedalWalker,1,128,0,42.685,38.444,15.917,4638
