,model,dataset,gpu_num,batchsize,amp,speed,gpu_util,gmem_util,gmem,time
0,VGG,cifar10,1,32,0,2842.471,36.123,18.014,3426.726,30.570379495620728
1,VGG,cifar10,1,32,1,2368.812,26.236,11.875,2802.861,30.636895179748535
2,VGG,cifar10,1,64,0,5224.533,41.838,25.351,2829.622,30.600149393081665
3,VGG,cifar10,1,64,1,4364.668,31.472,14.778,2870.0,30.516567945480347
4,VGG,cifar10,1,128,0,7761.028,47.293,31.507,2954.413,30.435002326965332
5,VGG,cifar10,1,128,1,7014.306,35.438,18.315,2639.658,30.58777356147766
