,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem
0,VGG,CIFAR-10,1,32,0,2861.633,VGG,CIFAR-10,1,32,0,2821.49,63.324,39.108,6826
1,VGG,CIFAR-10,1,32,0,2775.336,VGG,CIFAR-10,1,32,1,2375.616,54.778,32.208,7356
2,VGG,CIFAR-10,1,32,1,2620.966,VGG,CIFAR-10,1,32,1,2494.335,51.616,29.452,5578
3,VGG,CIFAR-10,1,32,0,2828.772,VGG,CIFAR-10,1,64,0,5262.962,70.164,45.274,7024
4,VGG,CIFAR-10,1,32,0,2918.821,VGG,CIFAR-10,1,64,1,4432.908,63.972,38.507,7028
5,VGG,CIFAR-10,1,32,1,2711.567,VGG,CIFAR-10,1,64,0,5754.926,69.041,43.014,6400
6,VGG,CIFAR-10,1,32,1,2444.909,VGG,CIFAR-10,1,64,1,4779.64,54.792,30.431,6404
7,VGG,CIFAR-10,1,32,0,3034.029,VGG,CIFAR-10,1,128,0,7098.64,82.73,50.824,7430
8,VGG,CIFAR-10,1,32,0,3088.925,VGG,CIFAR-10,1,128,1,6773.193,64.708,38.431,6106
9,VGG,CIFAR-10,1,32,1,2784.25,VGG,CIFAR-10,1,128,0,7163.142,67.284,44.365,7116
10,VGG,CIFAR-10,1,32,1,2709.299,VGG,CIFAR-10,1,128,1,6775.444,58.76,33.987,5482
11,VGG,CIFAR-10,1,64,0,5296.489,VGG,CIFAR-10,1,64,0,5497.968,80.849,50.178,7222
12,VGG,CIFAR-10,1,64,0,5356.156,VGG,CIFAR-10,1,64,1,4870.025,68.611,44.403,7226
13,VGG,CIFAR-10,1,64,1,5092.549,VGG,CIFAR-10,1,64,1,5010.624,64.819,37.847,7230
14,VGG,CIFAR-10,1,64,0,5673.145,VGG,CIFAR-10,1,128,0,6983.442,81.164,57.11,7628
15,VGG,CIFAR-10,1,64,0,5636.522,VGG,CIFAR-10,1,128,1,6875.688,73.767,47.589,7422
16,VGG,CIFAR-10,1,64,1,4713.846,VGG,CIFAR-10,1,128,0,6881.74,67.753,44.192,7632
17,VGG,CIFAR-10,1,64,1,4979.879,VGG,CIFAR-10,1,128,1,6948.023,70.973,39.703,6308
18,VGG,CIFAR-10,1,128,0,7284.374,VGG,CIFAR-10,1,128,0,7410.631,89.069,56.903,8034
19,VGG,CIFAR-10,1,128,0,7219.527,VGG,CIFAR-10,1,128,1,7486.754,75.164,49.986,7182
20,VGG,CIFAR-10,1,128,1,6326.045,VGG,CIFAR-10,1,128,1,6409.608,63.958,38.764,6316
