,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem
0,VGG,CIFAR-10,1,32,0,2354.758,LSTM,Wikitext2,1,64,0,3904.546,100.0,79.843,7038
1,VGG,CIFAR-10,1,32,0,2681.49,LSTM,Wikitext2,1,64,1,4184.425,86.346,70.25,6904
2,VGG,CIFAR-10,1,32,1,2173.264,LSTM,Wikitext2,1,64,0,4110.149,100.0,78.462,7568
3,VGG,CIFAR-10,1,32,1,2262.989,LSTM,Wikitext2,1,64,1,4167.58,80.962,65.596,7434
4,VGG,CIFAR-10,1,32,0,2336.554,LSTM,Wikitext2,1,128,0,3643.832,86.771,70.792,8486
5,VGG,CIFAR-10,1,32,0,2513.308,LSTM,Wikitext2,1,128,1,4063.382,78.939,65.245,8190
6,VGG,CIFAR-10,1,32,1,1930.779,LSTM,Wikitext2,1,128,0,3726.354,82.083,67.625,7862
7,VGG,CIFAR-10,1,32,1,2015.928,LSTM,Wikitext2,1,128,1,4076.986,74.041,61.469,8718
8,VGG,CIFAR-10,1,64,0,4544.002,LSTM,Wikitext2,1,64,0,3746.266,100.0,81.0,5994
9,VGG,CIFAR-10,1,64,0,4865.227,LSTM,Wikitext2,1,64,1,4059.849,90.962,75.226,7498
10,VGG,CIFAR-10,1,64,1,3757.633,LSTM,Wikitext2,1,64,0,4103.261,100.0,78.25,7240
11,VGG,CIFAR-10,1,64,1,4721.933,LSTM,Wikitext2,1,64,1,4267.031,88.057,70.434,5774
12,VGG,CIFAR-10,1,64,0,4195.991,LSTM,Wikitext2,1,128,0,3587.233,90.222,73.378,7528
13,VGG,CIFAR-10,1,64,0,4897.018,LSTM,Wikitext2,1,128,1,3958.132,85.196,70.413,7146
14,VGG,CIFAR-10,1,64,1,3146.473,LSTM,Wikitext2,1,128,0,3688.112,83.271,68.188,8688
15,VGG,CIFAR-10,1,64,1,3869.432,LSTM,Wikitext2,1,128,1,4006.013,74.447,61.0,7060
16,VGG,CIFAR-10,1,128,0,6047.305,LSTM,Wikitext2,1,64,0,3553.392,98.692,80.596,6204
17,VGG,CIFAR-10,1,128,0,6894.801,LSTM,Wikitext2,1,64,1,3784.846,93.078,77.294,6070
18,VGG,CIFAR-10,1,128,1,5522.525,LSTM,Wikitext2,1,64,0,3909.303,100.0,78.774,6202
19,VGG,CIFAR-10,1,128,1,6355.015,LSTM,Wikitext2,1,64,1,3993.566,87.98,71.02,6068
20,VGG,CIFAR-10,1,128,0,6055.414,LSTM,Wikitext2,1,128,0,3444.615,95.435,78.478,7652
21,VGG,CIFAR-10,1,128,0,7171.438,LSTM,Wikitext2,1,128,1,3906.466,92.511,76.702,7356
22,VGG,CIFAR-10,1,128,1,5187.378,LSTM,Wikitext2,1,128,0,3659.267,87.5,71.854,7650
23,VGG,CIFAR-10,1,128,1,6099.864,LSTM,Wikitext2,1,128,1,4020.306,82.08,67.52,7354
