,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem
0,VGG,CIFAR-10,1,32,0,3888.552,PointNet,ShapeNet,1,32,0,126.746,56.486,34.611,7408
1,VGG,CIFAR-10,1,32,0,4015.391,PointNet,ShapeNet,1,32,1,132.587,56.222,31.625,6774
2,VGG,CIFAR-10,1,32,1,3116.572,PointNet,ShapeNet,1,32,0,129.854,43.548,24.589,7376
3,VGG,CIFAR-10,1,32,1,2905.136,PointNet,ShapeNet,1,32,1,132.508,36.671,21.082,6150
4,VGG,CIFAR-10,1,32,0,3956.522,PointNet,ShapeNet,1,64,0,132.045,56.941,34.603,9786
5,VGG,CIFAR-10,1,32,0,4042.006,PointNet,ShapeNet,1,64,1,124.714,55.273,31.879,7972
6,VGG,CIFAR-10,1,32,1,3031.747,PointNet,ShapeNet,1,64,0,121.057,37.647,21.044,9162
7,VGG,CIFAR-10,1,32,1,3345.174,PointNet,ShapeNet,1,64,1,131.227,41.044,22.794,7348
8,VGG,CIFAR-10,1,32,0,3758.756,PointNet,ShapeNet,1,128,0,123.137,53.58,27.94,13914
9,VGG,CIFAR-10,1,32,0,4104.22,PointNet,ShapeNet,1,128,1,132.333,52.071,29.929,10418
10,VGG,CIFAR-10,1,32,1,2667.532,PointNet,ShapeNet,1,128,0,123.904,35.782,20.836,13290
11,VGG,CIFAR-10,1,32,1,3541.888,PointNet,ShapeNet,1,128,1,132.815,42.393,24.196,9792
12,VGG,CIFAR-10,1,64,0,6054.561,PointNet,ShapeNet,1,32,0,125.139,58.466,38.274,7606
13,VGG,CIFAR-10,1,64,0,6656.198,PointNet,ShapeNet,1,32,1,126.847,69.889,40.75,7526
14,VGG,CIFAR-10,1,64,1,5927.377,PointNet,ShapeNet,1,32,0,121.503,49.417,28.417,7610
15,VGG,CIFAR-10,1,64,1,6017.917,PointNet,ShapeNet,1,32,1,127.547,46.192,26.137,6976
16,VGG,CIFAR-10,1,64,0,6675.235,PointNet,ShapeNet,1,64,0,128.207,61.152,38.227,9984
17,VGG,CIFAR-10,1,64,0,6715.77,PointNet,ShapeNet,1,64,1,123.8,57.97,35.833,8170
18,VGG,CIFAR-10,1,64,1,6045.815,PointNet,ShapeNet,1,64,0,126.092,51.544,29.868,9988
19,VGG,CIFAR-10,1,64,1,5928.335,PointNet,ShapeNet,1,64,1,121.028,42.364,22.803,8174
20,VGG,CIFAR-10,1,64,0,6680.929,PointNet,ShapeNet,1,128,0,113.842,59.17,36.906,12862
21,VGG,CIFAR-10,1,64,0,6652.027,PointNet,ShapeNet,1,128,1,119.521,52.981,31.907,9372
22,VGG,CIFAR-10,1,64,1,5670.461,PointNet,ShapeNet,1,128,0,118.135,41.719,23.842,12784
23,VGG,CIFAR-10,1,64,1,6058.045,PointNet,ShapeNet,1,128,1,123.274,41.839,23.661,9286
24,VGG,CIFAR-10,1,128,0,7801.782,PointNet,ShapeNet,1,32,0,129.088,57.74,40.63,8012
25,VGG,CIFAR-10,1,128,0,7934.605,PointNet,ShapeNet,1,32,1,129.031,54.479,36.959,7378
26,VGG,CIFAR-10,1,128,1,7595.367,PointNet,ShapeNet,1,32,0,127.933,50.662,32.095,7804
27,VGG,CIFAR-10,1,128,1,7868.562,PointNet,ShapeNet,1,32,1,130.076,44.845,27.042,7170
28,VGG,CIFAR-10,1,128,0,7098.327,PointNet,ShapeNet,1,64,0,124.444,53.138,36.969,10390
29,VGG,CIFAR-10,1,128,0,7674.36,PointNet,ShapeNet,1,64,1,127.243,50.268,33.493,8576
30,VGG,CIFAR-10,1,128,1,7400.961,PointNet,ShapeNet,1,64,0,124.39,43.379,25.833,10184
31,VGG,CIFAR-10,1,128,1,7572.803,PointNet,ShapeNet,1,64,1,128.519,46.576,27.03,8370
32,VGG,CIFAR-10,1,128,0,7529.831,PointNet,ShapeNet,1,128,0,125.392,52.352,35.685,13080
33,VGG,CIFAR-10,1,128,0,7610.169,PointNet,ShapeNet,1,128,1,121.311,46.17,30.509,9582
34,VGG,CIFAR-10,1,128,1,7173.107,PointNet,ShapeNet,1,128,0,124.726,41.574,24.537,13078
35,VGG,CIFAR-10,1,128,1,7466.171,PointNet,ShapeNet,1,128,1,123.414,39.182,23.964,9580
